,kickoff_time,kickoff_time_formatted,name,opponent_name,team_name,opponent_nextweek,predicted,actual
3465,2016-10-29T14:00:00Z,29 Oct 15:00,Kyle_Walker,Leicester,Tottenham,Arsenal,0.07750988,2.0
13129,2017-04-04T18:45:00Z,04 Apr 19:45,Donald_Love,Leicester,Sunderland,Man United,0.21272331,0.0
12800,2016-11-19T12:30:00Z,19 Nov 12:30,Memphis_Depay,Arsenal,Man United,West Ham,0.26908714,0.0
32372,2017-10-28T11:30:00Z,28 Oct 12:30,Romelu_Lukaku,Tottenham,Man United,Chelsea,1.2377164,2.0
41636,2017-12-30T17:30:00Z,30 Dec 17:30,Zlatan_Ibrahimovic,Southampton,Man United,Everton,1.7346832,0.0
1943,2017-04-29T14:00:00Z,29 Apr 15:00,Joshua_King,Sunderland,Bournemouth,Stoke,0.091694355,5.0
16790,2017-01-21T15:00:00Z,21 Jan 15:00,Wilfried_Zaha,Everton,Crystal Palace,Bournemouth,2.4678984,3.0
9724,2017-04-01T14:00:00Z,01 Apr 15:00,Josh_Tymon,West Ham,Hull,Middlesbrough,0.06298816,0.0
34088,2017-10-21T14:00:00Z,21 Oct 15:00,Keshi_Anderson,Newcastle,Crystal Palace,West Ham,4.8867474,0.0
17038,2016-09-10T14:00:00Z,10 Sep 15:00,Nick_Pope,Hull,Burnley,Leicester,0.027677447,0.0
5788,2017-03-04T17:30:00Z,04 Mar 17:30,Alberto_Moreno,Arsenal,Liverpool,Burnley,0.6095862,0.0
33699,2018-02-24T15:00:00Z,24 Feb 15:00,Philip_Billing,West Brom,Huddersfield,Tottenham,0.46965405,1.0
23975,2017-09-30T11:30:00Z,30 Sep 12:30,Abdelhamid_Sabiri,Tottenham,Huddersfield,Swansea,6.036647,0.0
11989,2017-01-31T19:45:00Z,31 Jan 19:45,Benjamin_Chilwell,Burnley,Leicester,Man United,-0.00017344952,0.0
20188,2016-10-01T14:00:00Z,01 Oct 15:00,Andrew_Robertson,Chelsea,Hull,Bournemouth,1.5427164,0.0
27786,2018-05-13T14:00:00Z,13 May 15:00,Javier_Manquillo,Chelsea,Newcastle,0,3.5989068,0.0
40791,2018-04-15T15:00:00Z,15 Apr 16:00,Sergio_Romero,West Brom,Man United,Bournemouth,2.70447,0.0
43958,2017-12-31T12:00:00Z,31 Dec 12:00,Aaron_Wan-Bissaka,Man City,Crystal Palace,Southampton,-0.027683914,0.0
36593,2017-10-14T14:00:00Z,14 Oct 15:00,Pedro_Rodríguez Ledesma,Crystal Palace,Chelsea,Watford,1.7329892,12.0
14586,2016-10-15T14:00:00Z,15 Oct 15:00,Michael_Simões Domingues,Stoke,Sunderland,West Ham,3.3147578,0.0
37035,2018-03-31T14:00:00Z,31 Mar 15:00,Luciano_Narsingh,Man United,Swansea,West Brom,0.7470833,0.0
34678,2018-04-07T14:00:00Z,07 Apr 15:00,Jonny_Evans,Swansea,West Brom,Man United,0.17274806,0.0
8487,2016-12-11T12:00:00Z,11 Dec 12:00,Bertrand_Traore,West Brom,Chelsea,Sunderland,0.16690415,0.0
34602,2018-04-07T14:00:00Z,07 Apr 15:00,Harry_Winks,Stoke,Tottenham,Man City,0.1262399,0.0
37497,2018-05-06T15:30:00Z,06 May 16:30,Marcos_Alonso,Liverpool,Chelsea,Newcastle,1.6385294,0.0
33884,2018-05-13T14:00:00Z,13 May 15:00,Oluwaseyi_Ojo,Brighton,Liverpool,0,0.23551565,0.0
41286,2017-12-23T15:00:00Z,23 Dec 15:00,Sam_Field,Stoke,West Brom,Everton,0.14186355,0.0
6280,2016-11-27T14:15:00Z,27 Nov 14:15,Artur_Boruc,Arsenal,Bournemouth,Liverpool,5.340067,1.0
16979,2017-01-14T15:00:00Z,14 Jan 15:00,Dael_Fry,Watford,Middlesbrough,West Ham,0.013486475,0.0
20190,2016-10-22T14:00:00Z,22 Oct 15:00,Andrew_Robertson,Stoke,Hull,Watford,0.10839164,0.0
562,2016-10-22T14:00:00Z,22 Oct 15:00,Theo_Walcott,Middlesbrough,Arsenal,Sunderland,0.11844817,0.0
22166,2016-09-16T19:00:00Z,16 Sep 20:00,Sadio_Mané,Chelsea,Liverpool,Hull,0.9730109,7.0
43395,2018-02-24T15:00:00Z,24 Feb 15:00,Edimilson_Fernandes,Liverpool,West Ham,Swansea,1.0792705,0.0
5358,2016-12-14T20:00:00Z,14 Dec 20:00,Stefano_Okaka,Man City,Watford,Sunderland,1.983437,0.0
28474,2017-09-23T14:00:00Z,23 Sep 15:00,Pape_Souaré,Man City,Crystal Palace,Man United,0.10452554,0.0
21026,2016-12-26T15:00:00Z,26 Dec 15:00,Winston_Reid,Swansea,West Ham,Leicester,0.1031338,2.0
30892,2018-01-01T12:30:00Z,01 Jan 12:30,José Heriberto_Izquierdo Mena,Bournemouth,Brighton,West Brom,0.954946,1.0
22061,2016-12-05T20:00:00Z,05 Dec 20:00,Cristhian_Stuani,Hull,Middlesbrough,Southampton,2.9443777,2.0
43248,2018-04-08T13:15:00Z,08 Apr 14:15,Ryan_Bertrand,Arsenal,Southampton,Chelsea,0.0272578,3.0
28298,2017-09-16T16:30:00Z,16 Sep 17:30,Leroy_Fer,Tottenham,Swansea,Watford,0.10995868,2.0
26328,2018-01-20T12:30:00Z,20 Jan 12:30,Tomer_Hemed,Chelsea,Brighton,Southampton,0.123663545,0.0
32717,2018-01-20T12:30:00Z,20 Jan 12:30,Connor_Goldson,Chelsea,Brighton,Southampton,2.7605236,0.0
30092,2018-04-07T14:00:00Z,07 Apr 15:00,Chung-yong_Lee,Bournemouth,Crystal Palace,Brighton,2.3858016,0.0
40535,2017-12-23T15:00:00Z,23 Dec 15:00,David_Silva,Bournemouth,Man City,Newcastle,0.051225483,0.0
21644,2016-11-26T15:00:00Z,26 Nov 15:00,Jamie_Vardy,Middlesbrough,Leicester,Sunderland,0.027899265,2.0
7047,2017-04-22T14:00:00Z,22 Apr 15:00,Jerome_Sinclair,Hull,Watford,Liverpool,2.1180086,0.0
22663,2017-03-18T15:00:00Z,18 Mar 15:00,James_McCarthy,Hull,Everton,Liverpool,2.743899,0.0
14143,2017-05-07T15:00:00Z,07 May 16:00,Santiago_Cazorla,Man United,Arsenal,Stoke,0.061184824,0.0
41938,2018-05-13T14:00:00Z,13 May 15:00,Simon_Francis,Burnley,Bournemouth,0,1.2222989,0.0
4918,2016-12-10T15:00:00Z,10 Dec 15:00,Kevin_Long,Bournemouth,Burnley,West Ham,1.4408906,0.0
5105,2016-11-19T15:00:00Z,19 Nov 15:00,Phil_Jagielka,Swansea,Everton,Southampton,0.74907297,2.0
28495,2018-02-10T15:00:00Z,10 Feb 15:00,Pape_Souaré,Everton,Crystal Palace,Tottenham,4.2088146,0.0
39029,2017-12-10T16:30:00Z,10 Dec 16:30,Phil_Foden,Man United,Man City,Swansea,0.0614402,0.0
35602,2018-05-13T14:00:00Z,13 May 15:00,Saido_Berahino,Swansea,Stoke,0,2.9187894,0.0
12358,2016-12-26T15:00:00Z,26 Dec 15:00,Ander_Herrera,Sunderland,Man United,Middlesbrough,0.6714365,2.0
29452,2018-04-29T13:15:00Z,29 Apr 14:15,Lukas_Nmecha,West Ham,Bournemouth,Huddersfield,1.9886594,0.0
42924,2017-09-10T15:00:00Z,10 Sep 16:00,Jacob_Murphy,Swansea,Newcastle,Stoke,2.4995263,0.0
7718,2017-04-05T19:00:00Z,05 Apr 20:00,Callum_Wilson,Liverpool,Bournemouth,Chelsea,3.7760155,0.0
28911,2017-12-27T19:45:00Z,27 Dec 19:45,Fernando Francisco_Reges,Newcastle,Man City,Crystal Palace,0.7796521,0.0
4254,2017-04-15T14:00:00Z,15 Apr 15:00,Reece_Burke,Sunderland,West Ham,Everton,0.10017669,0.0
20060,2017-04-05T18:45:00Z,05 Apr 19:45,Domingos_Quina,Arsenal,West Ham,Swansea,0.041927278,0.0
29962,2017-12-13T20:00:00Z,13 Dec 20:00,Alex_Palmer,Liverpool,West Brom,Man United,-0.033417344,0.0
36729,2018-03-11T13:30:00Z,11 Mar 13:30,Santiago_Cazorla,Watford,Arsenal,Leicester,0.067423135,0.0
28909,2017-12-16T17:30:00Z,16 Dec 17:30,Fernando Francisco_Reges,Tottenham,Man City,Bournemouth,3.4327996,0.0
12333,2017-04-04T18:45:00Z,04 Apr 19:45,Aiden_O'Neill,Stoke,Burnley,Middlesbrough,0.1681396,0.0
40696,2017-11-29T19:45:00Z,29 Nov 19:45,Andrew_Surman,Burnley,Bournemouth,Southampton,0.023689687,7.0
9672,2016-12-14T20:00:00Z,14 Dec 20:00,DeAndre_Yedlin,Hull,Tottenham,Burnley,0.07867473,0.0
14137,2017-04-02T15:00:00Z,02 Apr 16:00,Santiago_Cazorla,Man City,Arsenal,West Ham,0.023689687,0.0
13071,2016-11-20T16:00:00Z,20 Nov 16:00,Marco_Van Ginkel,Middlesbrough,Chelsea,Tottenham,4.1252337,0.0
17187,2016-08-14T15:00:00Z,14 Aug 16:00,Pedro_Chirivella,Arsenal,Liverpool,Burnley,0.9520958,0.0
43590,2018-04-30T19:00:00Z,30 Apr 20:00,Heurelho_Gomes,Tottenham,Watford,Newcastle,0.00024363399,0.0
44591,2018-03-03T12:30:00Z,03 Mar 12:30,Jack_Cork,Everton,Burnley,West Ham,0.09146342,3.0
944,2017-04-23T15:30:00Z,23 Apr 16:30,Jonathan_Benteke,Liverpool,Crystal Palace,Burnley,1.138488,0.0
13203,2016-08-27T11:30:00Z,27 Aug 12:30,Emre_Can,Tottenham,Liverpool,Leicester,0.16388777,0.0
63,2016-09-10T16:30:00Z,10 Sep 17:30,Christian_Fuchs,Liverpool,Leicester,Burnley,2.5835392,12.0
17107,2017-04-30T15:30:00Z,30 Apr 16:30,Rob_Holding,Tottenham,Arsenal,Man United,0.28286675,8.0
35849,2018-04-14T14:00:00Z,14 Apr 15:00,Martin_Olsson,Everton,Swansea,Man City,0.25735393,-1.0
9445,2016-08-27T14:00:00Z,27 Aug 15:00,Alexis_Sánchez,Watford,Arsenal,Southampton,0.115409404,1.0
10798,2017-01-14T15:00:00Z,14 Jan 15:00,Shaun_Maloney,Bournemouth,Hull,Chelsea,1.7483528,0.0
3879,2017-05-13T14:00:00Z,13 May 15:00,Adam_Matthews,Swansea,Sunderland,Chelsea,0.34931964,0.0
8983,2017-05-10T18:45:00Z,10 May 19:45,Alex_McCarthy,Arsenal,Southampton,Watford,0.26181105,0.0
20558,2017-04-04T18:45:00Z,04 Apr 19:45,Wes_Morgan,Sunderland,Leicester,Everton,0.027325004,0.0
17048,2016-12-03T15:00:00Z,03 Dec 15:00,Nick_Pope,Stoke,Burnley,Bournemouth,2.5038745,0.0
15870,2017-04-01T11:30:00Z,01 Apr 12:30,Ben_Woodburn,Everton,Liverpool,Bournemouth,-0.009652793,0.0
8767,2017-04-05T18:45:00Z,05 Apr 19:45,Luke_McGee,Swansea,Tottenham,Watford,2.8887482,0.0
35035,2017-10-30T20:00:00Z,30 Oct 20:00,Matthew_Lowton,Newcastle,Burnley,Southampton,2.4487057,6.0
18642,2016-12-04T16:00:00Z,04 Dec 16:00,Gerard_Deulofeu,Man United,Everton,Watford,3.129365,1.0
28093,2018-02-03T12:30:00Z,03 Feb 12:30,Ashley_Barnes,Man City,Burnley,Swansea,-0.01728934,2.0
37473,2017-11-25T17:30:00Z,25 Nov 17:30,Marcos_Alonso,Liverpool,Chelsea,Swansea,1.898367,6.0
8157,2016-10-29T14:00:00Z,29 Oct 15:00,Tokelo_Rantie,Middlesbrough,Bournemouth,Sunderland,1.4801688,0.0
31401,2017-12-13T19:45:00Z,13 Dec 19:45,Jay_Fulton,Man City,Swansea,Everton,0.10555953,0.0
16785,2016-12-17T12:30:00Z,17 Dec 12:30,Wilfried_Zaha,Chelsea,Crystal Palace,Watford,2.8658514,1.0
8670,2016-10-22T16:30:00Z,22 Oct 17:30,Matt_Phillips,Liverpool,West Brom,Man City,0.054759145,0.0
12862,2017-05-07T12:30:00Z,07 May 13:30,Ragnar_Klavan,Southampton,Liverpool,West Ham,3.153529,0.0
19092,2016-09-12T19:00:00Z,12 Sep 20:00,Mason_Holgate,Sunderland,Everton,Middlesbrough,1.3936787,0.0
5867,2016-11-19T15:00:00Z,19 Nov 15:00,Jose Angel_Esmoris Tasende,Crystal Palace,Man City,Burnley,2.3082397,0.0
14296,2017-05-12T19:00:00Z,12 May 20:00,Pedro_Rodríguez Ledesma,West Brom,Chelsea,Sunderland,0.07884139,10.0
37220,2018-02-03T15:00:00Z,03 Feb 15:00,Mame Biram_Diouf,Bournemouth,Stoke,Brighton,4.326671,2.0
1212,2016-12-11T16:30:00Z,11 Dec 16:30,Michail_Antonio,Liverpool,West Ham,Burnley,0.049401015,3.0
39642,2017-08-27T15:00:00Z,27 Aug 16:00,Christian_Eriksen,Burnley,Tottenham,Everton,2.3955228,8.0
2746,2017-02-11T15:00:00Z,11 Feb 15:00,Thomas_Robson,Southampton,Sunderland,Everton,0.046334416,0.0
40826,2018-05-09T18:45:00Z,09 May 19:45,Marc_Albrighton,Arsenal,Leicester,Brighton,0.038102478,3.0
7404,2017-01-14T15:00:00Z,14 Jan 15:00,Steve_Cook,Hull,Bournemouth,Watford,2.288992,0.0
15551,2016-08-27T16:30:00Z,27 Aug 17:30,Michael_Dawson,Man United,Hull,Burnley,2.5412836,0.0
1138,2016-12-17T15:00:00Z,17 Dec 15:00,Ryan_Mason,West Ham,Hull,Man City,2.9831092,0.0
25781,2018-04-14T14:00:00Z,14 Apr 15:00,Molla_Wagué,Huddersfield,Watford,Crystal Palace,2.4378378,0.0
21390,2017-02-04T15:00:00Z,04 Feb 15:00,Ryan_Bertrand,West Ham,Southampton,Sunderland,1.0903463,14.0
41843,2018-01-30T20:00:00Z,30 Jan 20:00,Dejan_Lovren,Huddersfield,Liverpool,Tottenham,1.9957174,1.0
31459,2018-05-06T12:30:00Z,06 May 13:30,Ilkay_Gündogan,Huddersfield,Man City,Southampton,0.104361564,3.0
22935,2016-12-10T15:00:00Z,10 Dec 15:00,Jermain_Defoe,Swansea,Sunderland,Chelsea,0.30209032,1.0
43447,2017-09-09T11:30:00Z,09 Sep 12:30,Adam_Lallana,Man City,Liverpool,Burnley,5.9216747,0.0
8659,2017-05-08T19:00:00Z,08 May 20:00,Jordan_Rhodes,Chelsea,Middlesbrough,Southampton,0.23528373,0.0
17106,2017-05-16T18:45:00Z,16 May 19:45,Rob_Holding,Sunderland,Arsenal,Tottenham,2.3708868,0.0
3058,2017-04-04T18:45:00Z,04 Apr 19:45,Adrian_Mariappa,West Brom,Watford,Tottenham,0.40708503,0.0
3414,2017-04-08T14:00:00Z,08 Apr 15:00,Nathan_Redmond,West Brom,Southampton,Man City,1.8288457,2.0
43179,2017-08-19T16:30:00Z,19 Aug 17:30,Alex_Iwobi,Stoke,Arsenal,Liverpool,1.8379757,0.0
11800,2016-12-17T17:30:00Z,17 Dec 17:30,Jonathan_Leko,Man United,West Brom,Arsenal,0.30373776,0.0
37032,2018-03-03T15:00:00Z,03 Mar 15:00,Luciano_Narsingh,West Ham,Swansea,Huddersfield,0.04635772,0.0
9853,2016-10-01T14:00:00Z,01 Oct 15:00,Robert Kenedy_Nunes do Nascimento,Bournemouth,Chelsea,Middlesbrough,3.5648065,0.0
6093,2016-11-27T14:15:00Z,27 Nov 14:15,Lewis_Cook,Arsenal,Bournemouth,Liverpool,0.15476996,0.0
1022,2016-12-03T15:00:00Z,03 Dec 15:00,Brendan_Galloway,Watford,West Brom,Chelsea,2.5231287,0.0
1825,2017-04-05T18:45:00Z,05 Apr 19:45,Nacho_Monreal,West Ham,Arsenal,Crystal Palace,0.32489657,1.0
12211,2017-01-21T15:00:00Z,21 Jan 15:00,Kane_Wilson,Sunderland,West Brom,Middlesbrough,0.4945346,0.0
31904,2018-04-22T12:30:00Z,22 Apr 13:30,Grady_Diangana,Arsenal,Bournemouth,Man City,0.3787486,0.0
26400,2017-09-30T14:00:00Z,30 Sep 15:00,Kyle_Bartley,West Ham,Swansea,Huddersfield,0.5136894,0.0
23762,2018-04-07T16:30:00Z,07 Apr 17:30,Joel Dinis_Castro Pereira,Man City,Man United,West Brom,0.4993455,0.0
32074,2017-12-03T16:00:00Z,03 Dec 16:00,Ederson_Santana de Moraes,West Ham,Man City,Man United,3.0527816,3.0
43862,2018-01-03T19:45:00Z,03 Jan 19:45,Álvaro_Morata,Arsenal,Chelsea,Leicester,0.080234945,1.0
11802,2016-12-31T15:00:00Z,31 Dec 15:00,Jonathan_Leko,Southampton,West Brom,Hull,0.2065844,0.0
37555,2017-12-23T15:00:00Z,23 Dec 15:00,Bakary_Sako,Swansea,Crystal Palace,Arsenal,0.084727645,1.0
36589,2017-09-09T14:00:00Z,09 Sep 15:00,Pedro_Rodríguez Ledesma,Leicester,Chelsea,Arsenal,2.7530253,1.0
30491,2017-11-28T20:00:00Z,28 Nov 20:00,Isaac_Hayden,West Brom,Newcastle,Chelsea,2.7666137,1.0
3997,2016-08-27T11:30:00Z,27 Aug 12:30,Harry_Kane,Liverpool,Tottenham,Stoke,3.095764,6.0
22165,2016-09-10T16:30:00Z,10 Sep 17:30,Sadio_Mané,Leicester,Liverpool,Chelsea,0.45368713,2.0
43251,2018-04-28T14:00:00Z,28 Apr 15:00,Ryan_Bertrand,Bournemouth,Southampton,Everton,3.2781904,2.0
44205,2017-09-09T14:00:00Z,09 Sep 15:00,Harry_Maguire,Chelsea,Leicester,Huddersfield,0.22492036,2.0
2553,2016-12-17T15:00:00Z,17 Dec 15:00,Jakob_Haugaard,Leicester,Stoke,Liverpool,0.155334,0.0
14380,2016-10-15T14:00:00Z,15 Oct 15:00,Stephen_Kingsley,Arsenal,Swansea,Watford,0.0045591295,6.0
31396,2017-11-18T15:00:00Z,18 Nov 15:00,Jay_Fulton,Burnley,Swansea,Bournemouth,0.06241706,0.0
5805,2016-10-22T14:00:00Z,22 Oct 15:00,Dieumerci_Mbokani,Stoke,Hull,Watford,3.6956747,0.0
3619,2017-01-21T15:00:00Z,21 Jan 15:00,Shaun_MacDonald,Watford,Bournemouth,Crystal Palace,2.762842,0.0
25109,2018-02-10T15:00:00Z,10 Feb 15:00,Alfie_Mawson,Burnley,Swansea,Brighton,3.4545648,0.0
21344,2016-12-14T20:00:00Z,14 Dec 20:00,Craig_Dawson,Swansea,West Brom,Man United,4.7349043,0.0
5768,2016-10-01T11:30:00Z,01 Oct 12:30,Alberto_Moreno,Swansea,Liverpool,Man United,2.7736492,1.0
21203,2016-09-11T15:00:00Z,11 Sep 16:00,Kurt_Zouma,Swansea,Chelsea,Liverpool,4.249403,0.0
35847,2018-03-31T14:00:00Z,31 Mar 15:00,Martin_Olsson,Man United,Swansea,West Brom,4.4251437,2.0
3160,2017-03-04T15:00:00Z,04 Mar 15:00,Luke_Dreher,West Brom,Crystal Palace,Tottenham,0.5354494,0.0
18929,2017-03-18T15:00:00Z,18 Mar 15:00,Thibaud_Verlinden,Chelsea,Stoke,Leicester,0.05509439,0.0
22925,2016-09-18T15:30:00Z,18 Sep 16:30,Jermain_Defoe,Tottenham,Sunderland,Crystal Palace,0.3510747,13.0
30495,2017-12-16T15:00:00Z,16 Dec 15:00,Isaac_Hayden,Arsenal,Newcastle,West Ham,0.054154187,0.0
15549,2016-08-13T11:30:00Z,13 Aug 12:30,Michael_Dawson,Leicester,Hull,Swansea,0.08574408,0.0
18172,2016-10-22T11:30:00Z,22 Oct 12:30,Marc_Pugh,Tottenham,Bournemouth,Middlesbrough,3.5802634,0.0
22209,2017-02-11T15:00:00Z,11 Feb 15:00,Aaron_Wan-Bissaka,Stoke,Crystal Palace,Middlesbrough,0.068775624,0.0
44376,2018-04-15T15:00:00Z,15 Apr 16:00,Oliver_Burke,Man United,West Brom,Liverpool,1.8057407,1.0
40614,2017-10-14T11:30:00Z,14 Oct 12:30,Phil_Jones,Liverpool,Man United,Huddersfield,1.8033608,1.0
25755,2017-10-14T16:30:00Z,14 Oct 17:30,Molla_Wagué,Arsenal,Watford,Chelsea,1.1691709,0.0
38992,2017-12-12T19:45:00Z,12 Dec 19:45,Nick_Pope,Stoke,Burnley,Brighton,0.039360017,6.0
33229,2018-03-01T19:45:00Z,01 Mar 19:45,Gabriel Armando_de Abreu,Man City,Arsenal,Brighton,0.85956407,0.0
43571,2017-12-12T20:00:00Z,12 Dec 20:00,Heurelho_Gomes,Crystal Palace,Watford,Huddersfield,0.055206507,1.0
17728,2017-04-17T19:00:00Z,17 Apr 20:00,Alex_Baptiste,Arsenal,Middlesbrough,Bournemouth,2.1805577,0.0
29022,2017-11-29T19:45:00Z,29 Nov 19:45,Olivier_Giroud,Huddersfield,Arsenal,Man United,0.28675866,1.0
3755,2016-09-25T15:00:00Z,25 Sep 16:00,Cuco_Martina,West Ham,Southampton,Leicester,0.03892538,6.0
20996,2017-02-26T13:30:00Z,26 Feb 13:30,Bamidele_Alli,Stoke,Tottenham,Everton,1.6977688,12.0
22676,2016-09-12T19:00:00Z,12 Sep 20:00,Kevin_Mirallas,Sunderland,Everton,Middlesbrough,3.0670626,2.0
40879,2017-10-15T12:30:00Z,15 Oct 13:30,Mason_Holgate,Brighton,Everton,Arsenal,0.1789293,0.0
27118,2017-12-12T19:45:00Z,12 Dec 19:45,Bojan_Krkic Perez,Burnley,Stoke,West Ham,1.5480553,0.0
28503,2018-04-21T14:00:00Z,21 Apr 15:00,Pape_Souaré,Watford,Crystal Palace,Leicester,0.062197924,0.0
43246,2018-05-08T18:45:00Z,08 May 19:45,Ryan_Bertrand,Swansea,Southampton,West Ham,1.755952,1.0
12220,2017-04-04T18:45:00Z,04 Apr 19:45,Kane_Wilson,Watford,West Brom,Southampton,0.15302816,0.0
19147,2017-01-15T13:30:00Z,15 Jan 13:30,Joel_Robles,Man City,Everton,Crystal Palace,0.034885406,6.0
12256,2017-03-18T15:00:00Z,18 Mar 15:00,Tom_Davies,Hull,Everton,Liverpool,2.8574333,1.0
12879,2016-12-11T12:00:00Z,11 Dec 12:00,Nacer_Chadli,Chelsea,West Brom,Swansea,0.28139716,3.0
27467,2018-03-03T15:00:00Z,03 Mar 15:00,Tashan_Oakley-Boothe,Huddersfield,Tottenham,Bournemouth,1.1829777,0.0
25473,2017-08-12T14:00:00Z,12 Aug 15:00,Andreas_Christensen,Burnley,Chelsea,Tottenham,0.13609537,2.0
18385,2017-04-29T14:00:00Z,29 Apr 15:00,Glenn_Whelan,West Ham,Stoke,Bournemouth,1.5145118,2.0
2240,2017-02-25T15:00:00Z,25 Feb 15:00,Franck_Tabanou,Chelsea,Swansea,Burnley,1.6299326,0.0
2726,2016-09-18T15:30:00Z,18 Sep 16:30,Thomas_Robson,Tottenham,Sunderland,Crystal Palace,2.854589,0.0
16797,2017-03-18T15:00:00Z,18 Mar 15:00,Wilfried_Zaha,Watford,Crystal Palace,Chelsea,0.07661012,11.0
35926,2018-04-22T12:30:00Z,22 Apr 13:30,Alexandre_Lacazette,West Ham,Arsenal,Man United,0.4708636,0.0
7361,2017-03-18T15:00:00Z,18 Mar 15:00,Julien_Ngoy,Chelsea,Stoke,Leicester,0.9502115,0.0
9485,2016-09-16T19:00:00Z,16 Sep 20:00,Diego_Da Silva Costa,Liverpool,Chelsea,Arsenal,0.5694013,1.0
26030,2018-01-13T17:30:00Z,13 Jan 17:30,Nikola_Vlasic,Tottenham,Everton,West Brom,-0.027572095,1.0
26056,2017-11-04T15:00:00Z,04 Nov 15:00,Davy_Pröpper,Swansea,Brighton,Stoke,1.2971394,5.0
16626,2016-10-29T14:00:00Z,29 Oct 15:00,Lukas_Jutkiewicz,Man United,Burnley,Crystal Palace,1.9673254,0.0
18721,2017-01-02T15:00:00Z,02 Jan 15:00,Didier_Ndong,Liverpool,Sunderland,Stoke,0.42281425,0.0
40495,2017-12-13T20:00:00Z,13 Dec 20:00,Tyrone_Mings,Man United,Bournemouth,Liverpool,3.5749826,0.0
38852,2018-03-03T15:00:00Z,03 Mar 15:00,Francisco_Femenía Far,West Brom,Watford,Arsenal,0.914675,1.0
2367,2016-08-13T14:00:00Z,13 Aug 15:00,Victor_Wanyama,Everton,Tottenham,Crystal Palace,1.0808059,11.0
30367,2018-03-03T15:00:00Z,03 Mar 15:00,Andy_Carroll,Swansea,West Ham,Burnley,3.0349777,0.0
6167,2016-11-05T15:00:00Z,05 Nov 15:00,Junior_Stanislas,Sunderland,Bournemouth,Stoke,0.0897522,6.0
11592,2017-05-21T14:00:00Z,21 May 15:00,Demarai_Gray,Bournemouth,Leicester,0,0.10729906,0.0
10959,2017-04-09T15:00:00Z,09 Apr 16:00,Islam_Slimani,Everton,Leicester,Crystal Palace,3.8525724,0.0
43905,2018-02-11T12:00:00Z,11 Feb 12:00,Jon Gorenc_Stankovic,Bournemouth,Huddersfield,West Brom,0.18789771,0.0
18275,2017-05-06T16:30:00Z,06 May 17:30,Arouna_Koné,Swansea,Everton,Watford,0.01802072,1.0
2485,2017-02-11T15:00:00Z,11 Feb 15:00,Troy_Deeney,Man United,Watford,West Ham,0.7247243,9.0
42553,2018-01-20T15:00:00Z,20 Jan 15:00,Jose_Fonte,Bournemouth,West Ham,Crystal Palace,1.8856537,0.0
8550,2016-08-27T14:00:00Z,27 Aug 15:00,Jay_Fulton,Leicester,Swansea,Chelsea,0.10479212,0.0
3911,2017-04-04T18:45:00Z,04 Apr 19:45,Odion_Ighalo,West Brom,Watford,Tottenham,0.48749605,0.0
19711,2016-12-03T15:00:00Z,03 Dec 15:00,Ramadan_Sobhi,Burnley,Stoke,Arsenal,1.7203201,1.0
39105,2017-10-28T14:00:00Z,28 Oct 15:00,Rekeem_Harper,Man City,West Brom,Huddersfield,0.68747663,0.0
14772,2017-02-11T12:30:00Z,11 Feb 12:30,Adama_Diomande,Arsenal,Hull,Burnley,0.1440162,0.0
29139,2017-12-12T19:45:00Z,12 Dec 19:45,Jeff_Hendrick,Stoke,Burnley,Brighton,2.5141585,3.0
42085,2017-12-09T17:30:00Z,09 Dec 17:30,Riyad_Mahrez,Newcastle,Leicester,Southampton,1.290118,8.0
3121,2017-01-31T19:45:00Z,31 Jan 19:45,Christian_Kabasele,Arsenal,Watford,Burnley,0.13204506,0.0
20210,2017-03-18T15:00:00Z,18 Mar 15:00,Andrew_Robertson,Everton,Hull,West Ham,0.13666946,10.0
10503,2016-10-15T14:00:00Z,15 Oct 15:00,Cameron_Carter-Vickers,West Brom,Tottenham,Bournemouth,0.41438374,0.0
34978,2018-03-03T15:00:00Z,03 Mar 15:00,Joe_Lolley,Tottenham,Huddersfield,Swansea,0.108309865,0.0
5079,2017-02-04T17:30:00Z,04 Feb 17:30,Kevin_Wimmer,Middlesbrough,Tottenham,Liverpool,3.1747773,0.0
13131,2017-04-15T14:00:00Z,15 Apr 15:00,Donald_Love,West Ham,Sunderland,Arsenal,0.14441013,0.0
26185,2018-04-07T14:00:00Z,07 Apr 15:00,Dion_Henry,Bournemouth,Crystal Palace,Brighton,0.084260404,0.0
28106,2017-08-13T12:30:00Z,13 Aug 13:30,Heung-Min_Son,Newcastle,Tottenham,Chelsea,1.1353577,1.0
13413,2017-03-08T20:00:00Z,08 Mar 20:00,Aleksandar_Kolarov,Stoke,Man City,Liverpool,0.6705813,0.0
665,2017-05-06T14:00:00Z,06 May 15:00,Ron-Robert_Zieler,Watford,Leicester,Man City,0.96458924,0.0
11967,2016-08-13T11:30:00Z,13 Aug 12:30,Benjamin_Chilwell,Hull,Leicester,Arsenal,0.14505953,0.0
10480,2017-02-01T19:45:00Z,01 Feb 19:45,Reece_Oxford,Man City,West Ham,Southampton,0.14688924,0.0
32936,2017-12-02T15:00:00Z,02 Dec 15:00,Ashley_Williams,Huddersfield,Everton,Liverpool,1.5813353,2.0
