yellow_cards,goals_conceded,saves,influence,goals_scored,id,first_name,own_goals,creativity,end_cost,ict_index,season,total_points,penalties_missed,start_cost,element_code,bonus,season_name,clean_sheets,assists,ea_index,penalties_saved,minutes,bps,element_type,threat,team,red_cards,second_name
5,40,0,0.0,5,124,Willian,0,0.0,69,0.0,10,135,0,70,47431,12,2015/16,8,10,512,0,2740,605,3,0.0,8,0,Borges Da Silva
3,19,0,491.4,8,124,Willian,0,809.4,70,182.1,11,114,0,75,47431,13,2016/17,6,3,0,0,1534,441,3,522.0,8,0,Borges Da Silva
1,19,0,640.0,6,124,Willian,0,891.5,70,224.5,12,130,0,70,47431,13,2017/18,9,8,0,0,1874,522,3,715.0,8,0,Borges Da Silva
3,28,0,0.0,7,125,Pedro,0,0.0,88,0.0,10,113,0,95,49579,14,2015/16,7,3,399,0,2035,476,3,0.0,8,0,Rodríguez Ledesma
6,15,0,639.0,9,125,Pedro,0,697.9,68,198.8,11,162,0,75,49579,18,2016/17,15,10,0,0,2140,580,3,669.0,8,0,Rodríguez Ledesma
1,14,0,338.4,4,125,Pedro,0,410.0,77,124.6,12,81,0,80,49579,2,2017/18,8,2,0,0,1511,272,3,498.0,8,0,Rodríguez Ledesma
3,29,0,0.0,1,126,N'Golo,0,0.0,50,0.0,10,108,0,50,116594,9,2015/16,15,4,501,0,3022,695,3,0.0,8,0,Kanté
9,33,0,515.4,1,126,N'Golo,0,432.8,47,119.0,11,83,0,50,116594,1,2016/17,13,1,0,0,3138,554,3,244.0,8,0,Kanté
3,32,0,676.0,1,126,N'Golo,0,638.2,49,151.7,12,101,0,50,116594,9,2017/18,16,2,0,0,2994,655,3,199.0,8,0,Kanté
0,0,0,0.0,0,127,Ross,0,0.0,50,0.0,5,0,0,50,88894,0,2010/11,0,0,0,0,0,0,3,0.0,8,0,Barkley
0,2,0,0.0,0,127,Ross,0,0.0,46,0.0,6,7,0,50,88894,0,2011/12,0,0,17,0,216,0,3,0.0,8,0,Barkley
2,1,0,0.0,0,127,Ross,0,0.0,41,0.0,7,7,0,45,88894,0,2012/13,1,0,14,0,209,0,3,0.0,8,0,Barkley
5,33,0,0.0,6,127,Ross,0,0.0,52,0.0,8,112,0,45,88894,12,2013/14,7,4,468,0,2288,116,3,0.0,8,0,Barkley
1,22,0,0.0,2,127,Ross,0,0.0,66,0.0,9,75,1,70,88894,3,2014/15,7,3,318,0,1961,356,3,0.0,8,0,Barkley
4,51,0,0.0,8,127,Ross,0,0.0,71,0.0,10,158,0,65,88894,14,2015/16,9,9,654,0,3076,652,3,0.0,8,0,Barkley
5,36,0,692.4,5,127,Ross,0,1237.6,70,290.3,11,144,0,75,88894,11,2016/17,12,11,0,0,2900,534,3,973.0,8,0,Barkley
0,4,0,21.0,0,127,Ross,0,34.7,73,10.1,12,3,0,75,88894,0,2017/18,0,0,0,0,129,11,3,45.0,8,0,Barkley
0,0,0,0.0,0,128,Daniel,0,0.0,50,0.0,3,0,0,50,61603,0,2008/09,0,0,0,0,0,0,3,0.0,8,0,Drinkwater
1,27,0,0.0,0,128,Daniel,0,0.0,50,0.0,9,39,0,55,61603,0,2014/15,2,0,149,0,1488,221,3,0.0,8,0,Drinkwater
3,28,0,0.0,3,128,Daniel,0,0.0,46,0.0,10,129,0,45,61603,11,2015/16,16,8,592,0,3032,669,3,0.0,8,1,Drinkwater
6,44,0,401.8,1,128,Daniel,0,307.1,53,92.0,11,69,0,55,61603,3,2016/17,8,1,0,0,2466,384,3,213.0,8,0,Drinkwater
0,7,0,116.4,1,128,Daniel,0,88.1,47,25.7,12,24,0,50,61603,1,2017/18,1,0,0,0,520,117,3,54.0,8,0,Drinkwater
3,24,0,415.4,2,129,Tiemoué,0,279.5,49,113.2,12,77,0,50,169102,5,2017/18,11,2,0,0,2121,346,3,434.0,8,1,Bakayoko
0,1,0,7.4,0,130,Ethan,0,0.0,45,0.7,12,1,0,45,199598,0,2017/18,0,0,0,0,10,6,3,0.0,8,0,Ampadu
0,1,0,8.8,0,131,Callum,0,1.7,45,3.8,12,2,0,45,209046,0,2017/18,0,0,0,0,27,11,3,27.0,8,0,Hudson-Odoi
0,4,0,0.0,0,132,Ruben,0,0.0,50,0.0,9,4,0,50,126187,0,2014/15,0,0,11,0,132,27,3,0.0,8,0,Loftus-Cheek
0,8,0,0.0,1,132,Ruben,0,0.0,46,0.0,10,25,0,50,126187,0,2015/16,1,1,68,0,412,98,3,0.0,8,0,Loftus-Cheek
0,0,0,3.8,0,132,Ruben,0,3.9,50,3.4,11,6,0,55,126187,0,2016/17,0,0,0,0,35,16,3,25.0,8,0,Loftus-Cheek
1,30,0,379.2,2,132,Ruben,0,377.0,44,124.5,12,77,0,45,126187,2,2017/18,6,5,0,0,1871,337,3,487.0,8,0,Loftus-Cheek
3,23,0,0.0,11,133,Olivier,0,0.0,73,0.0,7,121,0,90,44346,13,2012/13,10,4,360,0,2331,0,4,0.0,8,1,Giroud
4,37,0,0.0,16,133,Olivier,0,0.0,87,0.0,8,187,0,85,44346,29,2013/14,16,9,716,0,3069,182,4,0.0,8,0,Giroud
5,15,0,0.0,14,133,Olivier,0,0.0,87,0.0,9,120,0,85,44346,16,2014/15,10,3,511,0,1861,434,4,0.0,8,1,Giroud
2,26,0,0.0,16,133,Olivier,1,0.0,88,0.0,10,156,0,90,44346,15,2015/16,12,6,629,0,2430,581,4,0.0,8,0,Giroud
2,16,0,522.6,12,133,Olivier,0,275.1,81,158.9,11,116,0,90,44346,17,2016/17,4,5,0,0,1206,432,4,797.0,8,0,Giroud
0,11,0,307.0,7,133,Olivier,0,311.1,84,129.0,12,77,0,85,44346,10,2017/18,5,1,0,0,981,273,4,673.0,8,0,Giroud
7,19,0,620.6,11,134,Álvaro,0,478.9,104,228.8,12,122,0,100,88482,13,2017/18,11,6,0,0,2055,356,4,1192.0,8,0,Morata
0,2,0,0.0,0,496,Tammy,0,0.0,45,0.0,10,2,0,45,173879,0,2015/16,0,0,0,0,55,-3,4,0.0,8,0,Abraham
0,31,0,269.2,5,496,Tammy,0,182.6,54,114.2,12,86,0,55,173879,11,2017/18,4,3,0,0,1715,238,4,693.0,8,0,Abraham
0,26,50,0.0,0,135,Wayne,0,0.0,39,0.0,4,37,0,40,20066,0,2009/10,0,1,0,0,1170,0,1,0.0,31,0,Hennessey
0,41,77,0.0,0,135,Wayne,0,0.0,43,0.0,5,74,0,45,20066,0,2010/11,5,0,0,0,2160,0,1,0.0,31,0,Hennessey
1,73,167,0.0,0,135,Wayne,0,0.0,45,0.0,6,107,0,45,20066,2,2011/12,3,0,294,2,3060,0,1,0.0,31,0,Hennessey
0,2,3,0.0,0,135,Wayne,0,0.0,45,0.0,8,2,0,45,20066,0,2013/14,0,0,9,0,90,3,1,0.0,31,0,Hennessey
0,2,4,0.0,0,135,Wayne,0,0.0,43,0.0,9,9,0,45,20066,0,2014/15,1,0,32,0,216,37,1,0.0,31,0,Hennessey
1,36,78,0.0,0,135,Wayne,0,0.0,42,0.0,10,98,0,40,20066,5,2015/16,8,0,266,0,2610,489,1,0.0,31,0,Hennessey
1,46,83,600.4,0,135,Wayne,0,31.1,43,63.2,11,92,0,45,20066,4,2016/17,7,0,0,0,2610,497,1,0.0,31,0,Hennessey
1,41,91,603.8,0,135,Wayne,0,10.0,44,61.4,12,99,0,45,20066,11,2017/18,7,0,0,0,2430,506,1,0.0,31,0,Hennessey
0,46,118,0.0,0,136,Julian,0,0.0,48,0.0,8,144,0,45,11554,14,2013/14,12,0,350,0,3330,175,1,0.0,31,0,Speroni
1,49,90,0.0,0,136,Julian,0,0.0,48,0.0,9,115,0,50,11554,7,2014/15,6,0,321,2,3204,478,1,0.0,31,0,Speroni
0,6,10,0.0,0,136,Julian,0,0.0,42,0.0,10,5,0,45,11554,1,2015/16,0,0,13,0,180,32,1,0.0,31,0,Speroni
0,0,0,0.0,0,136,Julian,0,0.0,43,0.0,11,0,0,45,11554,0,2016/17,0,0,0,0,0,0,1,0.0,31,0,Speroni
0,14,30,213.6,0,136,Julian,0,0.0,40,21.3,12,36,0,40,11554,3,2017/18,2,0,0,0,990,175,1,0.0,31,0,Speroni
0,11,0,0.0,0,138,James,0,0.0,40,0.0,2,7,0,40,49413,0,2007/08,0,0,0,0,467,0,2,0.0,31,0,Tomkins
0,10,0,0.0,1,138,James,0,0.0,40,0.0,3,51,0,40,49413,3,2008/09,0,0,0,0,1001,0,2,0.0,31,1,Tomkins
0,37,0,0.0,0,138,James,0,0.0,41,0.0,4,51,0,45,49413,0,2009/10,0,0,0,0,1996,0,2,0.0,31,0,Tomkins
3,33,0,0.0,1,138,James,0,0.0,41,0.0,5,41,0,45,49413,1,2010/11,2,1,0,0,1579,0,2,0.0,31,0,Tomkins
5,34,0,0.0,1,138,James,0,0.0,41,0.0,7,50,0,45,49413,2,2012/13,3,1,211,0,1735,0,2,0.0,31,0,Tomkins
5,37,0,0.0,0,138,James,0,0.0,45,0.0,8,87,0,50,49413,3,2013/14,11,0,271,0,2597,140,2,0.0,31,1,Tomkins
6,27,0,0.0,1,138,James,0,0.0,46,0.0,9,72,0,50,49413,8,2014/15,5,3,251,0,1852,373,2,0.0,31,0,Tomkins
3,24,0,0.0,0,138,James,0,0.0,48,0.0,10,70,0,50,49413,3,2015/16,8,0,221,0,1961,426,2,0.0,31,0,Tomkins
4,36,0,471.0,3,138,James,0,35.7,48,72.1,11,75,0,50,49413,5,2016/17,6,0,0,0,1974,359,2,213.0,31,0,Tomkins
8,32,0,712.6,3,138,James,0,22.4,44,104.7,12,99,0,45,49413,9,2017/18,9,0,0,0,2386,512,2,309.0,31,0,Tomkins
4,39,0,0.0,0,139,Scott,2,0.0,40,0.0,4,88,0,40,19188,3,2009/10,0,2,0,0,2700,0,2,0.0,31,0,Dann
4,25,0,0.0,2,139,Scott,1,0.0,44,0.0,5,67,0,45,19188,2,2010/11,6,1,0,0,1800,0,2,0.0,31,0,Dann
2,58,0,0.0,1,139,Scott,2,0.0,47,0.0,6,50,0,50,19188,3,2011/12,3,1,283,0,2402,0,2,0.0,31,0,Dann
4,15,0,0.0,1,139,Scott,0,0.0,40,0.0,8,47,0,40,19188,2,2013/14,5,0,183,0,1260,61,2,0.0,31,0,Dann
6,40,0,0.0,2,139,Scott,0,0.0,49,0.0,9,105,0,50,19188,7,2014/15,6,4,418,0,2920,455,2,0.0,31,0,Dann
7,44,0,0.0,5,139,Scott,0,0.0,56,0.0,10,130,0,50,19188,11,2015/16,8,2,480,0,3150,604,2,0.0,31,0,Dann
2,36,0,459.0,3,139,Scott,0,73.1,51,96.0,11,61,0,55,19188,4,2016/17,2,1,0,0,1752,310,2,426.0,31,0,Dann
4,26,0,342.2,1,139,Scott,0,62.3,46,67.0,12,32,0,50,19188,0,2017/18,1,0,0,0,1434,211,2,268.0,31,0,Dann
0,1,0,0.0,0,140,Martin,0,0.0,45,0.0,4,1,0,45,58786,0,2009/10,0,0,0,0,21,0,2,0.0,31,0,Kelly
1,7,0,0.0,0,140,Martin,0,0.0,37,0.0,5,42,0,45,58786,2,2010/11,5,1,0,0,860,0,2,0.0,31,0,Kelly
1,7,0,0.0,0,140,Martin,0,0.0,52,0.0,6,43,0,55,58786,4,2011/12,4,1,125,0,962,0,2,0.0,31,0,Kelly
0,7,0,0.0,0,140,Martin,0,0.0,51,0.0,7,6,0,55,58786,0,2012/13,0,0,29,0,335,0,2,0.0,31,0,Kelly
0,2,0,0.0,0,140,Martin,0,0.0,39,0.0,8,5,0,45,58786,0,2013/14,0,0,15,0,112,5,2,0.0,31,0,Kelly
2,39,0,0.0,0,140,Martin,0,0.0,44,0.0,9,65,0,45,58786,1,2014/15,4,1,297,0,2498,346,2,0.0,31,0,Kelly
3,15,0,0.0,0,140,Martin,0,0.0,41,0.0,10,29,0,45,58786,0,2015/16,3,0,96,0,1044,174,2,0.0,31,0,Kelly
4,44,0,421.8,0,140,Martin,0,125.1,42,61.0,11,46,0,45,58786,0,2016/17,2,2,0,0,2124,323,2,61.0,31,0,Kelly
1,21,0,222.6,0,140,Martin,1,25.7,41,33.3,12,34,0,45,58786,1,2017/18,4,0,0,0,1193,185,2,84.0,31,0,Kelly
4,40,0,0.0,3,141,Jeffrey,1,0.0,45,0.0,9,98,0,45,86417,2,2014/15,8,2,307,0,2531,403,2,0.0,31,0,Schlupp
4,24,0,0.0,1,141,Jeffrey,0,0.0,47,0.0,10,52,0,50,86417,2,2015/16,2,4,236,0,1387,285,2,0.0,31,0,Schlupp
0,17,0,214.2,0,141,Jeffrey,0,100.4,47,38.1,11,47,0,50,86417,4,2016/17,3,2,0,0,1139,237,2,65.0,31,0,Schlupp
3,30,0,339.6,0,141,Jeffrey,0,189.7,47,68.6,12,50,0,50,86417,0,2017/18,3,2,0,0,1742,281,2,155.0,31,0,Schlupp
0,0,0,0.0,0,142,Patrick,0,0.0,45,0.0,4,2,0,45,74230,0,2009/10,0,0,0,0,35,0,2,0.0,31,0,van Aanholt
0,0,0,0.0,0,142,Patrick,0,0.0,45,0.0,5,0,0,45,74230,0,2010/11,0,0,0,0,0,0,2,0.0,31,0,van Aanholt
0,7,0,0.0,0,142,Patrick,0,0.0,43,0.0,6,3,0,45,74230,0,2011/12,0,0,-3,0,270,0,2,0.0,31,0,van Aanholt
4,39,0,0.0,0,142,Patrick,0,0.0,41,0.0,9,84,0,45,74230,7,2014/15,7,5,260,0,2307,513,2,0.0,31,0,van Aanholt
2,56,0,0.0,6,142,Patrick,0,0.0,48,0.0,10,127,0,50,74230,11,2015/16,6,4,369,0,2970,662,2,0.0,31,0,van Aanholt
3,53,0,616.0,5,142,Patrick,0,534.2,49,153.5,11,98,0,50,74230,9,2016/17,5,1,0,0,2498,534,2,383.0,31,0,van Aanholt
7,38,0,537.0,5,142,Patrick,0,303.8,52,116.3,12,95,0,55,74230,7,2017/18,6,1,0,0,2182,448,2,319.0,31,0,van Aanholt
0,25,0,0.0,1,143,Mamadou,0,0.0,49,0.0,8,45,0,55,40784,5,2013/14,2,0,174,0,1478,109,2,0.0,31,0,Sakho
1,21,0,0.0,0,143,Mamadou,0,0.0,51,0.0,9,60,0,55,40784,10,2014/15,7,0,184,0,1419,377,2,0.0,31,0,Sakho
1,30,0,0.0,1,143,Mamadou,0,0.0,46,0.0,10,65,0,50,40784,7,2015/16,5,0,273,0,1854,442,2,0.0,31,0,Sakho
0,6,0,143.4,0,143,Mamadou,0,48.7,47,23.2,11,35,0,50,40784,6,2016/17,4,0,0,0,686,155,2,40.0,31,0,Sakho
1,23,0,426.2,1,143,Mamadou,0,30.7,46,53.6,12,81,0,50,40784,18,2017/18,6,2,0,0,1597,405,2,77.0,31,0,Sakho
0,6,0,74.4,0,144,Jairo,0,21.5,46,10.6,12,23,0,50,173954,0,2017/18,2,0,0,0,435,100,2,12.0,31,0,Riedewald
0,0,0,0.0,0,145,Aaron,0,0.0,45,0.0,11,0,0,45,214590,0,2016/17,0,0,0,0,0,0,2,0.0,31,0,Wan-Bissaka
1,10,0,207.2,0,145,Aaron,0,60.0,45,26.8,12,15,0,45,214590,0,2017/18,2,0,0,0,627,116,2,2.0,31,0,Wan-Bissaka
0,19,0,0.0,3,146,Jason,0,0.0,50,0.0,5,32,0,50,19197,0,2010/11,0,0,0,0,647,0,3,0.0,31,0,Puncheon
0,0,0,0.0,0,146,Jason,0,0.0,48,0.0,6,2,0,50,19197,0,2011/12,0,0,1,0,18,0,3,0.0,31,0,Puncheon
1,34,0,0.0,5,146,Jason,0,0.0,47,0.0,7,110,0,45,19197,8,2012/13,5,6,279,0,2057,0,3,0.0,31,0,Puncheon
2,40,0,0.0,7,146,Jason,0,0.0,54,0.0,8,131,1,55,19197,18,2013/14,10,3,535,0,2511,128,3,0.0,31,0,Puncheon
7,42,0,0.0,6,146,Jason,0,0.0,55,0.0,9,128,0,60,19197,14,2014/15,6,7,508,0,2823,471,3,0.0,31,1,Puncheon
3,36,0,0.0,2,146,Jason,0,0.0,55,0.0,10,87,0,60,19197,1,2015/16,9,3,381,0,2615,447,3,0.0,31,0,Puncheon
9,53,0,500.2,0,146,Jason,0,941.8,51,188.7,11,92,0,55,19197,6,2016/17,7,6,0,0,3093,500,3,448.0,31,0,Puncheon
5,14,0,46.4,0,146,Jason,0,93.9,44,25.1,12,11,0,50,19197,0,2017/18,0,0,0,0,574,38,3,112.0,31,0,Puncheon
0,11,0,0.0,0,147,James,0,0.0,41,0.0,5,21,0,45,50471,0,2010/11,0,0,0,0,557,0,3,0.0,31,0,McArthur
4,24,0,0.0,3,147,James,0,0.0,44,0.0,6,77,0,45,50471,7,2011/12,5,2,300,0,1771,0,3,0.0,31,0,McArthur
7,56,0,0.0,3,147,James,0,0.0,54,0.0,7,82,0,55,50471,7,2012/13,2,2,317,0,2413,0,3,0.0,31,0,McArthur
6,32,0,0.0,2,147,James,0,0.0,52,0.0,9,79,0,55,50471,3,2014/15,8,1,385,0,2601,415,3,0.0,31,0,McArthur
5,28,0,0.0,2,147,James,0,0.0,49,0.0,10,71,0,50,50471,2,2015/16,5,2,282,0,2185,385,3,0.0,31,0,McArthur
5,39,0,400.4,5,147,James,0,284.5,47,97.7,11,93,0,50,50471,8,2016/17,3,3,0,0,1999,363,3,300.0,31,0,McArthur
5,35,0,490.6,5,147,James,0,333.0,44,138.9,12,101,0,45,50471,9,2017/18,7,2,0,0,2425,416,3,566.0,31,0,McArthur
1,14,0,0.0,2,148,Bakary,0,0.0,50,0.0,10,55,0,55,44343,6,2015/16,3,2,220,0,1069,168,3,0.0,31,0,Sako
0,5,0,21.8,0,148,Bakary,0,31.6,53,8.7,11,7,0,55,44343,0,2016/17,0,0,0,0,142,29,3,32.0,31,0,Sako
0,10,0,143.2,3,148,Bakary,0,103.1,48,46.9,12,36,0,50,44343,1,2017/18,1,0,0,0,466,115,3,227.0,31,0,Sako
0,0,0,0.0,0,149,Andros,0,0.0,45,0.0,4,0,0,45,60252,0,2009/10,0,0,0,0,0,0,3,0.0,31,0,Townsend
0,0,0,0.0,0,149,Andros,0,0.0,50,0.0,6,0,0,50,60252,0,2011/12,0,0,0,0,0,0,3,0.0,31,0,Townsend
2,21,0,0.0,2,149,Andros,0,0.0,44,0.0,7,49,0,45,60252,6,2012/13,1,2,61,0,1051,0,3,0.0,31,0,Townsend
2,10,0,0.0,1,149,Andros,0,0.0,50,0.0,8,53,0,55,60252,2,2013/14,8,1,299,0,1234,51,3,0.0,31,0,Townsend
2,15,0,0.0,2,149,Andros,0,0.0,62,0.0,9,44,0,65,60252,2,2014/15,2,3,175,0,749,140,3,0.0,31,0,Townsend
0,19,0,0.0,4,149,Andros,0,0.0,58,0.0,10,64,0,60,60252,6,2015/16,4,2,315,0,1154,266,3,0.0,31,0,Townsend
4,38,0,552.4,3,149,Andros,0,852.4,57,191.3,11,116,0,65,60252,16,2016/17,7,7,0,0,2520,492,3,511.0,31,0,Townsend
3,48,0,626.0,2,149,Andros,0,1012.1,56,222.8,12,121,0,60,60252,7,2017/18,9,9,0,0,3120,552,3,587.0,31,0,Townsend
4,16,0,192.4,2,150,Luka,0,96.5,50,41.8,11,42,0,50,66975,3,2016/17,5,0,0,0,1224,169,3,130.0,31,0,Milivojevic
8,52,0,873.8,10,150,Luka,0,379.0,52,168.6,12,144,1,50,66975,21,2017/18,8,2,0,0,3079,630,3,432.0,31,0,Milivojevic
1,13,0,0.0,0,151,Wilfried,0,0.0,49,0.0,8,21,0,65,82403,0,2013/14,1,1,80,0,616,9,4,0.0,31,0,Zaha
1,24,0,0.0,4,151,Wilfried,0,0.0,51,0.0,9,91,0,55,82403,3,2014/15,7,3,383,0,1977,232,4,0.0,31,0,Zaha
5,37,0,0.0,2,151,Wilfried,0,0.0,52,0.0,10,85,0,55,82403,0,2015/16,6,5,353,0,2488,326,4,0.0,31,0,Zaha
8,56,0,740.4,7,151,Wilfried,0,606.4,58,221.2,11,149,0,55,82403,13,2016/17,7,11,0,0,3019,481,4,865.0,31,0,Zaha
5,31,0,668.0,9,151,Wilfried,0,716.9,71,251.0,12,136,0,70,82403,8,2017/18,10,7,0,0,2549,404,4,1125.0,31,0,Zaha
7,61,0,0.0,19,152,Christian,0,0.0,74,0.0,7,166,0,65,54861,23,2012/13,5,4,466,0,2818,0,4,0.0,31,1,Benteke
4,38,0,0.0,10,152,Christian,0,0.0,87,0.0,8,103,2,90,54861,16,2013/14,6,2,409,0,2126,83,4,0.0,31,0,Benteke
1,44,0,0.0,13,152,Christian,0,0.0,80,0.0,9,127,0,80,54861,18,2014/15,7,2,437,0,2378,390,4,0.0,31,1,Benteke
2,20,0,0.0,9,152,Christian,0,0.0,80,0.0,10,104,0,85,54861,16,2015/16,7,4,315,0,1529,329,4,0.0,31,0,Benteke
10,58,0,640.2,15,152,Christian,0,484.4,72,286.1,11,136,2,75,54861,13,2016/17,7,2,0,0,3131,382,4,1762.0,31,0,Benteke
6,36,0,325.2,3,152,Christian,0,406.7,75,157.5,12,84,1,80,54861,5,2017/18,6,7,0,0,2234,174,4,845.0,31,0,Benteke
0,9,0,48.6,0,153,Alexander,0,74.0,54,22.5,12,8,0,55,143877,0,2017/18,0,0,0,0,360,25,4,102.0,31,0,Sørloth
5,38,0,0.0,4,412,Cheikhou,0,0.0,49,0.0,9,98,0,50,55037,6,2014/15,7,3,368,0,2657,377,3,0.0,31,0,Kouyaté
5,45,0,0.0,5,412,Cheikhou,0,0.0,52,0.0,10,110,0,55,55037,5,2015/16,11,3,498,0,3007,558,3,0.0,31,1,Kouyaté
3,46,0,458.8,1,412,Cheikhou,0,147.4,50,80.5,11,79,0,55,55037,3,2016/17,9,1,0,0,2723,438,3,200.0,31,0,Kouyaté
5,56,0,480.0,2,412,Cheikhou,0,262.4,50,106.1,12,86,0,50,55037,2,2017/18,7,3,0,0,2798,367,3,320.0,31,0,Kouyaté
0,1,0,0.0,0,441,Joel,0,0.0,40,0.0,4,8,0,40,55494,0,2009/10,0,0,0,0,146,0,2,0.0,31,0,Ward
3,44,0,0.0,0,441,Joel,0,0.0,45,0.0,8,123,0,40,55494,13,2013/14,12,3,403,0,3240,180,2,0.0,31,0,Ward
4,49,0,0.0,1,441,Joel,0,0.0,47,0.0,9,90,0,50,55494,0,2014/15,7,0,383,0,3330,488,2,0.0,31,0,Ward
4,41,0,0.0,2,441,Joel,0,0.0,43,0.0,10,93,0,45,55494,10,2015/16,6,1,333,0,2691,503,2,0.0,31,0,Ward
7,63,0,608.2,0,441,Joel,0,263.7,48,100.4,11,86,0,50,55494,7,2016/17,7,1,0,0,3417,568,2,129.0,31,0,Ward
4,25,0,340.6,0,441,Joel,1,163.5,47,56.3,12,41,0,50,55494,0,2017/18,4,1,0,0,1613,276,2,58.0,31,0,Ward
0,0,0,0.0,0,442,Jaroslaw,0,0.0,42,0.0,12,0,0,45,185478,0,2017/18,0,0,0,0,0,0,2,0.0,31,0,Jach
1,9,0,0.0,0,443,Pape,0,0.0,43,0.0,9,15,0,45,79228,0,2014/15,1,0,77,0,605,101,2,0.0,31,0,Souaré
6,45,0,0.0,0,443,Pape,1,0.0,42,0.0,10,78,0,45,79228,4,2015/16,7,1,354,0,3015,504,2,0.0,31,1,Souaré
0,3,0,53.6,0,443,Pape,0,33.5,41,9.7,11,6,0,45,79228,0,2016/17,0,0,0,0,270,37,2,9.0,31,0,Souaré
0,0,0,0.2,0,443,Pape,0,1.1,45,0.1,12,1,0,45,79228,0,2017/18,0,0,0,0,8,3,2,0.0,31,0,Souaré
0,6,0,0.0,1,444,Connor,0,0.0,56,0.0,6,24,0,60,59125,0,2011/12,2,0,40,0,532,0,4,0.0,31,0,Wickham
0,7,0,0.0,0,444,Connor,0,0.0,50,0.0,7,15,0,55,59125,0,2012/13,1,0,8,0,443,0,4,0.0,31,0,Wickham
1,15,0,0.0,5,444,Connor,0,0.0,49,0.0,8,58,0,50,59125,8,2013/14,3,2,184,0,847,60,4,0.0,31,0,Wickham
8,40,0,0.0,5,444,Connor,0,0.0,56,0.0,9,85,0,60,59125,4,2014/15,11,1,363,0,2768,234,4,0.0,31,0,Wickham
1,18,0,0.0,5,444,Connor,0,0.0,54,0.0,10,70,0,60,59125,7,2015/16,4,3,225,0,1321,209,4,0.0,31,0,Wickham
1,6,0,87.6,2,444,Connor,0,36.2,55,25.0,11,18,0,60,59125,0,2016/17,0,0,0,0,412,59,4,132.0,31,0,Wickham
0,0,0,0.0,0,444,Connor,0,0.0,54,0.0,12,0,0,55,59125,0,2017/18,0,0,0,0,0,0,4,0.0,31,0,Wickham
0,3,0,0.0,0,477,Sullay,0,0.0,45,0.0,10,1,0,45,138009,0,2015/16,0,0,9,0,45,9,3,0.0,31,0,Kaikai
0,0,0,0.0,0,477,Sullay,0,1.8,45,0.5,11,1,0,45,138009,0,2016/17,0,0,0,0,24,1,3,4.0,31,0,Kaikai
0,0,0,5.2,0,477,Sullay,0,0.3,43,0.6,12,1,0,45,138009,0,2017/18,0,0,0,0,13,5,3,0.0,31,0,Kaikai
6,51,0,0.0,7,505,Jordan,0,0.0,54,0.0,10,86,0,60,80146,13,2015/16,4,0,353,0,2349,329,4,0.0,31,1,Ayew
1,7,0,141.0,1,505,Jordan,0,122.5,50,47.9,11,39,0,50,80146,2,2016/17,5,4,0,0,867,122,4,219.0,31,0,Ayew
2,49,0,562.2,7,505,Jordan,0,350.4,54,185.8,12,108,0,50,80146,12,2017/18,7,2,0,0,2850,382,4,944.0,31,1,Ayew
0,0,0,0.0,0,154,Jordan,0,0.0,40,0.0,8,0,0,40,111234,0,2013/14,0,0,0,0,0,0,1,0.0,11,0,Pickford
0,0,0,0.0,0,154,Jordan,0,0.0,40,0.0,9,0,0,40,111234,0,2014/15,0,0,0,0,0,0,1,0.0,11,0,Pickford
0,6,11,0.0,0,154,Jordan,0,0.0,39,0.0,10,4,0,40,111234,0,2015/16,0,0,18,0,180,41,1,0.0,11,0,Pickford
0,50,135,933.0,0,154,Jordan,0,40.0,42,97.4,11,102,0,40,111234,9,2016/17,4,0,0,0,2610,608,1,0.0,11,0,Pickford
0,58,121,873.6,0,154,Jordan,0,30.1,49,90.7,12,145,0,50,111234,16,2017/18,10,0,0,1,3420,724,1,4.0,11,0,Pickford
0,43,79,0.0,0,155,Maarten,0,0.0,48,0.0,8,48,0,50,10318,0,2013/14,2,0,150,0,1681,77,1,0.0,11,0,Stekelenburg
0,19,30,0.0,0,155,Maarten,0,0.0,49,0.0,10,57,0,50,10318,0,2015/16,6,0,151,0,1530,273,1,0.0,11,0,Stekelenburg
2,24,43,350.4,0,155,Maarten,1,0.1,47,35.1,11,68,0,50,10318,3,2016/17,4,0,0,2,1683,309,1,0.0,11,0,Stekelenburg
0,0,0,0.0,0,155,Maarten,0,0.0,42,0.0,12,0,0,45,10318,0,2017/18,0,0,0,0,0,0,1,0.0,11,0,Stekelenburg
8,59,0,0.0,3,156,Leighton,0,0.0,45,0.0,1,95,0,45,12745,2,2006/07,0,2,0,0,3117,0,2,0.0,11,0,Baines
1,12,0,0.0,0,156,Leighton,0,0.0,43,0.0,2,56,0,45,12745,7,2007/08,0,1,0,0,1140,0,2,0.0,11,0,Baines
2,26,0,0.0,1,156,Leighton,0,0.0,52,0.0,3,128,0,50,12745,6,2008/09,0,7,0,0,2334,0,2,0.0,11,0,Baines
2,46,0,0.0,1,156,Leighton,0,0.0,66,0.0,4,138,0,65,12745,4,2009/10,0,9,0,0,3330,0,2,0.0,11,0,Baines
4,45,0,0.0,5,156,Leighton,0,0.0,81,0.0,5,178,0,70,12745,20,2010/11,9,11,0,0,3420,0,2,0.0,11,0,Baines
7,35,0,0.0,4,156,Leighton,0,0.0,77,0.0,6,134,0,80,12745,18,2011/12,9,2,440,0,2970,0,2,0.0,11,0,Baines
