yellow_cards,goals_conceded,saves,influence,goals_scored,id,first_name,own_goals,creativity,end_cost,ict_index,season,total_points,penalties_missed,start_cost,element_code,bonus,season_name,clean_sheets,assists,ea_index,penalties_saved,minutes,bps,element_type,threat,team,red_cards,second_name
0,0,0,0.0,0,457,Danny,0,0.0,40,0.0,9,0,0,40,95463,0,2014/15,0,0,0,0,0,0,1,0.0,13,0,Ward
0,4,9,0.0,0,457,Danny,0,0.0,40,0.0,10,6,0,40,95463,0,2015/16,0,0,23,0,180,34,1,0.0,13,0,Ward
0,0,0,0.0,0,457,Danny,0,0.0,44,0.0,12,0,0,45,95463,0,2017/18,0,0,0,0,0,0,1,0.0,13,0,Ward
1,5,0,16.8,0,527,Nampalys,0,24.9,44,4.0,11,6,0,45,86881,0,2016/17,1,0,0,0,269,26,3,0.0,13,0,Mendy
0,0,0,0.0,0,527,Nampalys,0,0.0,45,0.0,12,0,0,45,86881,0,2017/18,0,0,0,0,0,0,3,0.0,13,0,Mendy
1,35,74,0.0,0,237,Simon,0,0.0,40,0.0,5,83,0,40,66797,2,2010/11,8,0,0,0,2070,0,1,0.0,14,0,Mignolet
0,33,91,0.0,0,237,Simon,0,0.0,44,0.0,6,121,0,45,66797,5,2011/12,11,0,303,1,2571,0,1,0.0,14,0,Mignolet
1,54,155,0.0,0,237,Simon,0,0.0,53,0.0,7,140,0,50,66797,2,2012/13,11,0,391,0,3420,0,1,0.0,14,0,Mignolet
0,50,108,0.0,0,237,Simon,0,0.0,53,0.0,8,132,0,55,66797,4,2013/14,10,0,483,1,3420,153,1,0.0,14,0,Mignolet
0,43,89,0.0,0,237,Simon,1,0.0,54,0.0,9,149,0,55,66797,6,2014/15,14,0,384,2,3225,604,1,0.0,14,0,Mignolet
2,42,70,0.0,0,237,Simon,0,0.0,50,0.0,10,115,0,50,66797,1,2015/16,11,0,340,1,3060,566,1,0.0,14,0,Mignolet
0,30,52,461.2,0,237,Simon,0,0.0,48,46.0,11,110,0,50,66797,7,2016/17,9,0,0,2,2520,506,1,0.0,14,0,Mignolet
3,24,36,281.0,0,237,Simon,0,0.0,47,28.0,12,67,0,50,66797,0,2017/18,7,0,0,1,1710,329,1,0.0,14,0,Mignolet
0,12,20,149.4,0,238,Loris,0,0.0,43,15.0,11,32,0,50,104542,0,2016/17,3,0,0,0,900,153,1,0.0,14,0,Karius
1,14,31,280.6,0,238,Loris,0,0.0,49,27.9,12,88,0,50,104542,5,2017/18,10,0,0,1,1710,382,1,0.0,14,0,Karius
7,37,0,0.0,2,239,Dejan,0,0.0,54,0.0,8,124,0,50,38454,17,2013/14,12,1,313,0,2787,198,2,0.0,14,0,Lovren
4,28,0,0.0,0,239,Dejan,0,0.0,49,0.0,9,66,0,55,38454,5,2014/15,6,0,195,0,2037,407,2,0.0,14,0,Lovren
2,24,0,0.0,0,239,Dejan,0,0.0,48,0.0,10,70,0,50,38454,4,2015/16,8,0,248,0,1896,416,2,0.0,14,0,Lovren
6,31,0,715.4,2,239,Dejan,0,119.2,49,107.1,11,106,0,50,38454,6,2016/17,11,1,0,0,2553,589,2,236.0,14,0,Lovren
4,24,0,656.4,2,239,Dejan,0,104.5,53,100.2,12,110,0,55,38454,10,2017/18,11,1,0,0,2124,539,2,242.0,14,0,Lovren
6,33,0,0.0,2,240,Alberto,0,0.0,51,0.0,9,94,0,55,100059,7,2014/15,10,0,290,0,2254,457,2,0.0,14,0,Moreno
3,36,0,0.0,1,240,Alberto,0,0.0,48,0.0,10,104,0,50,100059,12,2015/16,7,4,394,0,2547,565,2,0.0,14,0,Moreno
1,7,0,64.6,0,240,Alberto,0,78.3,44,17.5,11,15,0,50,100059,1,2016/17,0,1,0,0,305,79,2,32.0,14,0,Moreno
1,19,0,261.8,0,240,Alberto,0,250.1,43,61.7,12,52,0,45,100059,3,2017/18,6,1,0,0,1264,328,2,106.0,14,0,Moreno
2,53,0,0.0,1,241,Nathaniel,1,0.0,41,0.0,7,89,0,40,57328,4,2012/13,6,3,386,0,3019,0,2,0.0,14,0,Clyne
3,18,0,0.0,0,241,Nathaniel,0,0.0,41,0.0,8,100,0,45,57328,10,2013/14,10,5,326,0,1862,121,2,0.0,14,0,Clyne
4,32,0,0.0,2,241,Nathaniel,0,0.0,59,0.0,9,142,0,50,57328,15,2014/15,13,2,442,0,3146,664,2,0.0,14,0,Clyne
6,45,0,0.0,1,241,Nathaniel,0,0.0,52,0.0,10,93,0,55,57328,2,2015/16,10,0,387,0,2970,567,2,0.0,14,0,Clyne
0,41,0,512.0,0,241,Nathaniel,0,716.5,59,152.4,11,129,0,55,57328,13,2016/17,12,2,0,0,3323,735,2,294.0,14,0,Clyne
1,1,0,21.8,0,241,Nathaniel,0,23.8,53,8.7,12,7,0,55,57328,0,2017/18,1,0,0,0,173,25,2,41.0,14,0,Clyne
3,5,0,0.0,0,242,Joseph,0,0.0,42,0.0,10,23,0,45,171287,3,2015/16,3,1,58,0,437,98,2,0.0,14,0,Gomez
0,0,0,0.0,0,242,Joseph,0,0.0,48,0.0,11,0,0,50,171287,0,2016/17,0,0,0,0,0,0,2,0.0,14,0,Gomez
3,22,0,437.4,0,242,Joseph,0,285.6,45,76.9,12,86,0,45,171287,9,2017/18,9,2,0,0,1901,480,2,46.0,14,0,Gomez
3,25,0,588.6,1,243,Joel,0,143.3,54,108.0,11,97,0,55,60914,7,2016/17,9,0,0,0,2457,557,2,348.0,14,0,Matip
3,27,0,544.8,1,243,Joel,0,96.1,54,78.1,12,81,0,55,60914,3,2017/18,9,0,0,0,1995,470,2,140.0,14,0,Matip
3,19,0,308.2,0,244,Ragnar,0,52.5,44,44.0,11,43,0,50,33871,4,2016/17,3,0,0,0,1410,292,2,78.0,14,0,Klavan
0,15,0,357.2,1,244,Ragnar,0,65.0,41,46.6,12,78,0,45,33871,9,2017/18,8,0,0,0,1449,384,2,43.0,14,0,Klavan
0,2,0,32.4,0,245,Trent,0,20.2,43,10.1,11,8,0,45,169187,0,2016/17,0,0,0,0,167,32,2,48.0,14,0,Alexander-Arnold
3,17,0,358.2,1,245,Trent,0,399.2,44,90.1,12,83,0,45,169187,10,2017/18,8,2,0,0,1573,385,2,142.0,14,0,Alexander-Arnold
2,36,0,0.0,3,246,Virgil,0,0.0,56,0.0,10,130,0,55,97032,16,2015/16,10,0,452,0,3060,713,2,0.0,14,0,van Dijk
3,23,0,546.2,1,246,Virgil,0,81.1,56,86.0,11,75,0,55,97032,14,2016/17,7,0,0,0,1852,435,2,232.0,14,1,van Dijk
1,28,0,601.0,0,246,Virgil,0,122.6,57,100.2,12,78,0,55,97032,5,2017/18,8,0,0,0,2253,481,2,277.0,14,0,van Dijk
7,27,0,0.0,0,247,Andrew,0,0.0,42,0.0,9,45,0,45,122798,4,2014/15,3,2,170,0,1526,282,2,0.0,14,0,Robertson
5,59,0,502.6,1,247,Andrew,0,352.8,44,95.6,11,73,0,45,122798,4,2016/17,5,2,0,0,2736,488,2,100.0,14,0,Robertson
2,18,0,424.0,1,247,Andrew,0,414.5,50,101.3,12,111,0,50,122798,12,2017/18,10,5,0,0,1940,514,2,174.0,14,0,Robertson
0,9,0,0.0,2,248,Alex,0,0.0,48,0.0,6,40,0,60,81880,2,2011/12,3,1,85,0,562,0,3,0.0,14,0,Oxlade-Chamberlain
1,11,0,0.0,1,248,Alex,0,0.0,68,0.0,7,63,0,75,81880,0,2012/13,7,5,163,0,1063,0,3,0.0,14,0,Oxlade-Chamberlain
0,12,0,0.0,2,248,Alex,0,0.0,61,0.0,8,41,0,70,81880,3,2013/14,2,3,139,0,529,36,3,0.0,14,0,Oxlade-Chamberlain
4,18,0,0.0,1,248,Alex,0,0.0,62,0.0,9,57,0,65,81880,3,2014/15,7,2,270,0,1491,277,3,0.0,14,0,Oxlade-Chamberlain
0,11,0,0.0,1,248,Alex,0,0.0,55,0.0,10,44,0,60,81880,0,2015/16,5,1,186,0,928,198,3,0.0,14,0,Oxlade-Chamberlain
1,22,0,435.4,2,248,Alex,0,519.9,58,137.5,11,83,0,60,81880,3,2016/17,4,7,0,0,1564,393,3,416.0,14,0,Oxlade-Chamberlain
3,28,0,548.0,3,248,Alex,0,625.1,55,166.5,12,94,0,60,81880,5,2017/18,5,7,0,0,1718,423,3,494.0,14,0,Oxlade-Chamberlain
0,2,0,0.0,0,249,Jordan,0,0.0,45,0.0,3,1,0,45,56979,0,2008/09,0,0,0,0,45,0,3,0.0,14,0,Henderson
3,45,0,0.0,1,249,Jordan,0,0.0,45,0.0,4,82,0,45,56979,8,2009/10,0,5,0,0,2187,0,3,0.0,14,0,Henderson
2,46,0,0.0,3,249,Jordan,0,0.0,54,0.0,5,133,0,55,56979,20,2010/11,13,5,0,0,3211,0,3,0.0,14,0,Henderson
3,34,0,0.0,2,249,Jordan,0,0.0,56,0.0,6,95,0,65,56979,8,2011/12,10,2,314,0,2658,0,3,0.0,14,0,Henderson
3,12,0,0.0,5,249,Jordan,0,0.0,48,0.0,7,95,0,60,56979,9,2012/13,8,4,285,0,1535,0,3,0.0,14,0,Henderson
4,42,0,0.0,4,249,Jordan,0,0.0,62,0.0,8,124,0,60,56979,9,2013/14,11,7,608,0,3128,197,3,0.0,14,1,Henderson
6,45,0,0.0,6,249,Jordan,0,0.0,66,0.0,9,162,0,60,56979,22,2014/15,13,10,612,0,3256,725,3,0.0,14,0,Henderson
1,16,0,0.0,2,249,Jordan,0,0.0,65,0.0,10,57,0,70,56979,3,2015/16,5,3,250,0,1290,276,3,0.0,14,0,Henderson
8,28,0,507.4,1,249,Jordan,0,554.3,62,115.5,11,73,0,65,56979,9,2016/17,7,4,0,0,2116,467,3,93.0,14,0,Henderson
1,21,0,417.0,1,249,Jordan,0,448.8,53,97.8,12,75,0,55,56979,3,2017/18,14,1,0,0,2169,382,3,110.0,14,0,Henderson
2,42,0,0.0,3,250,Adam,0,0.0,56,0.0,7,93,0,60,39155,7,2012/13,4,5,270,0,2230,0,3,0.0,14,0,Lallana
3,41,0,0.0,9,250,Adam,0,0.0,78,0.0,8,178,0,60,39155,20,2013/14,16,9,718,0,3086,199,3,0.0,14,0,Lallana
4,22,0,0.0,5,250,Adam,0,0.0,83,0.0,9,93,0,85,39155,7,2014/15,9,3,350,0,1779,346,3,0.0,14,0,Lallana
2,27,0,0.0,4,250,Adam,0,0.0,73,0.0,10,109,0,75,39155,10,2015/16,10,6,416,0,2109,451,3,0.0,14,0,Lallana
3,32,0,679.4,8,250,Adam,0,693.0,67,219.5,11,139,0,70,39155,14,2016/17,9,7,0,0,2338,543,3,825.0,14,0,Lallana
1,1,0,32.6,0,250,Adam,0,113.4,73,27.3,12,13,0,75,39155,0,2017/18,1,0,0,0,234,37,3,128.0,14,0,Lallana
5,25,0,0.0,11,251,Sadio,0,0.0,63,0.0,9,137,0,70,110979,15,2014/15,7,4,514,0,2132,431,3,0.0,14,0,Mané
4,32,0,0.0,11,251,Sadio,0,0.0,74,0.0,10,160,1,80,110979,16,2015/16,9,9,635,0,2599,521,3,0.0,14,2,Mané
4,26,0,727.0,13,251,Sadio,0,660.7,93,246.0,11,156,0,90,110979,14,2016/17,8,7,0,0,2242,502,3,1074.0,14,0,Mané
3,24,0,677.4,10,251,Sadio,0,739.1,94,238.0,12,147,0,95,110979,8,2017/18,15,8,0,0,2189,499,3,964.0,14,1,Mané
1,59,0,0.0,11,252,Georginio,0,0.0,67,0.0,10,170,0,70,41733,17,2015/16,8,6,630,0,3163,677,3,0.0,14,0,Wijnaldum
2,37,0,648.4,6,252,Georginio,0,694.5,75,198.5,11,149,0,80,41733,14,2016/17,11,9,0,0,2974,650,3,639.0,14,0,Wijnaldum
1,23,0,341.8,1,252,Georginio,0,356.2,66,109.9,12,85,0,70,41733,1,2017/18,15,2,0,0,2381,406,3,399.0,14,0,Wijnaldum
1,2,0,0.0,2,253,Mohamed,0,0.0,55,0.0,8,31,0,65,118748,3,2013/14,2,1,111,0,501,25,3,0.0,14,0,Salah
0,3,0,0.0,0,253,Mohamed,0,0.0,60,0.0,9,3,0,65,118748,0,2014/15,0,0,1,0,33,5,3,0.0,14,0,Salah
1,29,0,1496.2,32,253,Mohamed,0,942.5,106,454.4,12,303,1,90,118748,26,2017/18,15,12,0,0,2905,881,3,2109.0,14,0,Salah
3,37,0,0.0,3,254,James,0,0.0,59,0.0,1,114,0,65,15157,11,2006/07,0,7,0,0,2675,0,3,0.0,14,0,Milner
3,43,0,0.0,2,254,James,0,0.0,59,0.0,2,84,0,65,15157,14,2007/08,0,2,0,0,2227,0,3,0.0,14,0,Milner
6,36,0,0.0,3,254,James,0,0.0,61,0.0,3,128,0,60,15157,7,2008/09,0,9,0,0,3060,0,3,0.0,14,0,Milner
5,37,0,0.0,7,254,James,1,0.0,87,0.0,4,184,1,70,15157,35,2009/10,0,12,0,0,3172,0,3,0.0,14,0,Milner
4,24,0,0.0,1,254,James,0,0.0,81,0.0,5,97,0,90,15157,10,2010/11,11,7,0,0,2134,0,3,0.0,14,0,Milner
3,17,0,0.0,3,254,James,0,0.0,68,0.0,6,86,0,75,15157,10,2011/12,6,5,344,0,1586,0,3,0.0,14,0,Milner
1,14,0,0.0,4,254,James,0,0.0,61,0.0,7,96,0,65,15157,14,2012/13,11,4,323,0,1724,0,3,0.0,14,1,Milner
3,19,0,0.0,1,254,James,0,0.0,54,0.0,8,67,0,60,15157,0,2013/14,5,6,281,0,1373,73,3,0.0,14,0,Milner
6,19,0,0.0,5,254,James,0,0.0,54,0.0,9,107,0,55,15157,8,2014/15,7,8,427,0,1749,393,3,0.0,14,0,Milner
9,35,0,0.0,5,254,James,0,0.0,66,0.0,10,123,0,70,15157,13,2015/16,8,11,508,0,2409,520,3,0.0,14,1,Milner
5,35,0,919.0,7,254,James,0,937.0,63,235.2,11,139,1,65,15157,16,2016/17,12,4,0,0,3154,682,3,493.0,14,0,Milner
3,25,0,437.2,0,254,James,0,615.5,60,132.5,12,77,0,65,15157,4,2017/18,6,3,0,0,1759,459,3,272.0,14,0,Milner
1,28,0,0.0,10,257,Roberto,0,0.0,83,0.0,10,155,0,85,92217,18,2015/16,9,8,522,0,1973,520,4,0.0,14,0,Firmino
5,39,0,869.6,11,257,Roberto,0,1127.3,85,356.9,11,180,0,85,92217,17,2016/17,11,11,0,0,3062,639,4,1569.0,14,0,Firmino
1,32,0,951.0,15,257,Roberto,0,834.5,95,312.7,12,181,0,85,92217,29,2017/18,16,8,0,0,2760,758,4,1341.0,14,0,Firmino
0,0,0,0.0,0,259,Dominic,0,0.0,50,0.0,9,0,0,50,154566,0,2014/15,0,0,0,0,0,0,4,0.0,14,0,Solanke
0,0,0,0.0,0,259,Dominic,0,0.0,50,0.0,10,0,0,50,154566,0,2015/16,0,0,0,0,0,0,4,0.0,14,0,Solanke
0,0,0,0.0,0,259,Dominic,0,0.0,50,0.0,11,0,0,50,154566,0,2016/17,0,0,0,0,0,0,4,0.0,14,0,Solanke
0,4,0,123.8,1,259,Dominic,0,199.4,46,66.4,12,38,0,50,154566,2,2017/18,3,2,0,0,581,107,4,350.0,14,0,Solanke
3,29,0,0.0,3,462,Xherdan,0,0.0,62,0.0,10,97,0,70,68312,8,2015/16,9,6,302,0,2013,323,3,0.0,14,0,Shaqiri
2,21,0,293.6,4,462,Xherdan,0,672.9,60,141.6,11,80,0,65,68312,8,2016/17,8,2,0,0,1699,275,3,453.0,14,0,Shaqiri
5,58,0,718.0,8,462,Xherdan,0,1151.6,61,255.2,12,155,1,60,68312,19,2017/18,6,9,0,0,3039,554,3,676.0,14,0,Shaqiri
0,2,0,0.0,0,472,Daniel,0,0.0,60,0.0,1,2,0,60,40755,0,2006/07,0,0,0,0,22,0,4,0.0,14,0,Sturridge
0,4,0,0.0,1,472,Daniel,0,0.0,47,0.0,2,11,0,50,40755,0,2007/08,0,1,0,0,150,0,4,0.0,14,0,Sturridge
0,5,0,0.0,4,472,Daniel,0,0.0,48,0.0,3,45,0,50,40755,1,2008/09,0,3,0,0,448,0,4,0.0,14,0,Sturridge
0,2,0,0.0,1,472,Daniel,0,0.0,55,0.0,4,24,0,60,40755,0,2009/10,0,2,0,0,298,0,4,0.0,14,0,Sturridge
0,17,0,0.0,8,472,Daniel,0,0.0,53,0.0,5,78,0,60,40755,14,2010/11,2,0,0,0,1131,0,4,0.0,14,1,Sturridge
3,29,0,0.0,11,472,Daniel,0,0.0,65,0.0,6,128,0,65,40755,16,2011/12,10,5,371,0,2251,0,4,0.0,14,0,Sturridge
2,15,0,0.0,11,472,Daniel,0,0.0,75,0.0,7,99,0,80,40755,8,2012/13,7,5,322,0,1254,0,4,0.0,14,0,Sturridge
2,31,0,0.0,22,472,Daniel,0,0.0,101,0.0,8,197,1,90,40755,34,2013/14,9,8,717,0,2269,239,4,0.0,14,0,Sturridge
0,9,0,0.0,4,472,Daniel,0,0.0,111,0.0,9,46,0,115,40755,2,2014/15,3,3,192,0,752,152,4,0.0,14,0,Sturridge
0,16,0,0.0,8,472,Daniel,0,0.0,100,0.0,10,70,0,105,40755,7,2015/16,1,2,283,0,979,256,4,0.0,14,0,Sturridge
1,7,0,202.8,3,472,Daniel,0,207.4,97,89.7,11,54,0,100,40755,2,2016/17,3,5,0,0,775,180,4,492.0,14,0,Sturridge
0,8,0,136.2,2,472,Daniel,0,205.3,79,64.5,12,32,0,80,40755,0,2017/18,3,1,0,0,541,131,4,304.0,14,0,Sturridge
0,8,0,0.0,5,543,Divock,0,0.0,50,0.0,10,48,0,60,152760,5,2015/16,2,1,200,0,670,162,4,0.0,14,0,Origi
0,18,0,360.0,7,543,Divock,0,264.4,60,116.1,11,96,0,70,152760,8,2016/17,7,4,0,0,1469,297,4,551.0,14,0,Origi
0,1,0,0.0,0,543,Divock,0,0.0,74,0.0,12,1,0,75,152760,0,2017/18,0,0,0,0,9,3,4,0.0,14,0,Origi
0,0,0,0.0,0,557,Rafael,0,0.0,45,0.0,12,0,0,45,217989,0,2017/18,0,0,0,0,0,0,3,0.0,14,0,Camacho
0,31,0,0.0,4,223,Riyad,0,0.0,49,0.0,9,102,0,50,103025,9,2014/15,6,5,431,0,2079,403,3,0.0,43,0,Mahrez
1,26,0,0.0,17,223,Riyad,0,0.0,72,0.0,10,240,2,55,103025,38,2015/16,18,11,994,0,3036,842,3,0.0,43,0,Mahrez
4,48,0,573.0,6,223,Riyad,0,802.1,89,227.8,11,120,2,95,103025,9,2016/17,9,4,0,0,2826,437,3,898.0,43,0,Mahrez
2,51,0,966.0,12,223,Riyad,0,924.0,87,282.6,12,195,0,85,103025,19,2017/18,9,13,0,0,2948,682,3,932.0,43,0,Mahrez
1,26,58,546.2,0,260,Ederson,0,10.0,57,55.6,12,158,0,55,121160,10,2017/18,16,0,0,2,3195,666,1,0.0,43,0,Santana de Moraes
0,26,33,292.2,0,261,Claudio,0,0.0,50,28.9,11,73,0,55,33148,3,2016/17,6,0,0,1,1968,366,1,0.0,43,0,Bravo
0,1,4,45.2,0,261,Claudio,0,0.0,45,4.5,12,10,0,50,33148,1,2017/18,1,0,0,0,224,42,1,0.0,43,0,Bravo
0,0,0,0.0,0,262,John,0,0.0,45,0.0,7,0,0,45,97299,0,2012/13,0,0,0,0,0,0,2,0.0,43,0,Stones
1,19,0,0.0,0,262,John,0,0.0,42,0.0,8,59,0,45,97299,6,2013/14,6,0,237,0,1372,102,2,0.0,43,0,Stones
1,25,0,0.0,1,262,John,0,0.0,52,0.0,9,82,0,55,97299,11,2014/15,7,0,282,0,2043,476,2,0.0,43,0,Stones
3,45,0,0.0,0,262,John,0,0.0,54,0.0,10,82,0,55,97299,4,2015/16,8,0,336,0,2779,616,2,0.0,43,0,Stones
1,29,0,441.4,0,262,John,0,78.0,46,69.7,11,59,0,50,97299,4,2016/17,4,0,0,0,2014,435,2,174.0,43,0,Stones
0,11,0,283.4,0,262,John,0,26.3,53,43.2,12,70,0,55,97299,5,2017/18,9,0,0,0,1301,334,2,120.0,43,0,Stones
8,39,0,0.0,1,263,Vincent,0,0.0,54,0.0,3,102,0,55,17476,7,2008/09,0,1,0,0,2991,0,2,0.0,43,0,Kompany
2,19,0,0.0,2,263,Vincent,0,0.0,48,0.0,4,72,0,50,17476,6,2009/10,0,2,0,0,1915,0,2,0.0,43,0,Kompany
6,32,0,0.0,0,263,Vincent,0,0.0,52,0.0,5,95,0,55,17476,6,2010/11,18,1,0,0,3330,0,2,0.0,43,0,Kompany
5,22,0,0.0,3,263,Vincent,0,0.0,70,0.0,6,145,0,60,17476,12,2011/12,15,2,510,0,2773,0,2,0.0,43,1,Kompany
3,21,0,0.0,1,263,Vincent,1,0.0,70,0.0,7,91,0,75,17476,2,2012/13,11,0,315,0,2236,0,2,0.0,43,1,Kompany
6,30,0,0.0,4,263,Vincent,1,0.0,64,0.0,8,105,0,65,17476,8,2013/14,9,1,417,0,2363,163,2,0.0,43,1,Kompany
7,23,0,0.0,0,263,Vincent,0,0.0,64,0.0,9,66,0,65,17476,5,2014/15,7,0,246,0,2034,417,2,0.0,43,0,Kompany
5,7,0,0.0,2,263,Vincent,0,0.0,63,0.0,10,76,0,60,17476,8,2015/16,9,0,173,0,1179,315,2,0.0,43,0,Kompany
5,6,0,249.0,3,263,Vincent,0,32.9,60,40.6,11,57,0,60,17476,6,2016/17,5,0,0,0,820,227,2,123.0,43,0,Kompany
6,11,0,399.6,1,263,Vincent,0,76.5,59,59.2,12,60,0,60,17476,2,2017/18,6,1,0,0,1394,326,2,116.0,43,0,Kompany
9,35,0,0.0,1,264,Nicolás,0,0.0,65,0.0,10,104,0,65,57410,15,2015/16,11,0,353,0,2671,654,2,0.0,43,0,Otamendi
9,28,0,772.4,1,264,Nicolás,0,125.6,59,117.6,11,100,0,60,57410,10,2016/17,9,2,0,0,2592,640,2,276.0,43,0,Otamendi
9,25,0,846.6,4,264,Nicolás,1,224.6,64,143.7,12,156,0,55,57410,21,2017/18,15,0,0,0,2966,742,2,363.0,43,0,Otamendi
0,3,0,0.0,0,265,Kyle,0,0.0,40,0.0,4,7,0,40,58621,0,2009/10,0,0,0,0,180,0,2,0.0,43,0,Walker
3,20,1,0.0,1,265,Kyle,0,0.0,40,0.0,5,51,0,40,58621,5,2010/11,2,3,0,0,1341,0,2,0.0,43,0,Walker
4,32,0,0.0,2,265,Kyle,0,0.0,65,0.0,6,140,0,55,58621,8,2011/12,14,1,449,0,3227,0,2,0.0,43,0,Walker
5,42,0,0.0,0,265,Kyle,0,0.0,61,0.0,7,114,0,65,58621,9,2012/13,8,6,456,0,3157,0,2,0.0,43,0,Walker
5,36,0,0.0,1,265,Kyle,0,0.0,59,0.0,8,103,0,60,58621,15,2013/14,9,4,388,0,2297,155,2,0.0,43,0,Walker
3,24,0,0.0,0,265,Kyle,0,0.0,58,0.0,9,27,0,60,58621,1,2014/15,1,1,201,0,1306,218,2,0.0,43,0,Walker
7,28,0,0.0,1,265,Kyle,1,0.0,51,0.0,10,121,0,50,58621,8,2015/16,12,3,461,0,2941,706,2,0.0,43,0,Walker
8,21,0,564.0,0,265,Kyle,0,570.5,62,140.2,11,142,0,55,58621,18,2016/17,14,6,0,0,2701,640,2,264.0,43,0,Walker
2,22,0,542.4,0,265,Kyle,1,511.4,66,117.1,12,138,0,65,58621,8,2017/18,15,6,0,0,2784,691,2,117.0,43,1,Walker
2,11,0,376.0,3,266,Danilo Luiz,0,158.1,50,71.1,12,100,0,55,100180,8,2017/18,9,2,0,0,1340,398,2,176.0,43,0,da Silva
2,1,0,84.2,0,267,Benjamin,0,139.3,63,27.2,12,20,0,65,102826,1,2017/18,2,1,0,0,360,96,2,48.0,43,0,Mendy
1,5,0,165.8,0,268,Aymeric,0,52.8,51,25.4,12,35,0,55,146941,2,2017/18,4,0,0,0,806,204,2,34.0,43,0,Laporte
3,6,0,0.0,0,269,Fabian,0,0.0,50,0.0,4,8,0,60,41823,0,2009/10,0,0,0,0,291,0,2,0.0,43,0,Delph
1,7,0,0.0,0,269,Fabian,0,0.0,50,0.0,5,9,0,50,41823,0,2010/11,0,0,0,0,414,0,2,0.0,43,0,Delph
3,11,0,0.0,0,269,Fabian,0,0.0,50,0.0,6,22,0,55,41823,0,2011/12,4,0,77,0,848,0,2,0.0,43,0,Delph
7,30,0,0.0,0,269,Fabian,1,0.0,46,0.0,7,33,0,50,41823,0,2012/13,0,0,116,0,1705,0,2,0.0,43,0,Delph
7,54,0,0.0,3,269,Fabian,1,0.0,43,0.0,8,97,0,45,41823,8,2013/14,7,3,406,0,3004,146,2,0.0,43,0,Delph
1,46,0,0.0,0,269,Fabian,0,0.0,48,0.0,9,69,0,50,41823,1,2014/15,6,4,336,0,2433,441,2,0.0,43,1,Delph
0,14,0,0.0,2,269,Fabian,0,0.0,54,0.0,10,37,0,55,41823,4,2015/16,1,0,156,0,753,170,2,0.0,43,0,Delph
1,4,0,68.2,1,269,Fabian,0,42.3,47,15.3,11,13,0,50,41823,0,2016/17,0,0,0,0,224,62,2,43.0,43,0,Delph
2,17,0,369.2,1,269,Fabian,0,263.7,45,69.4,12,55,0,45,41823,0,2017/18,6,2,0,0,1740,398,2,62.0,43,0,Delph
0,0,0,0.0,0,270,Raheem,0,0.0,46,0.0,6,3,0,50,103955,0,2011/12,0,0,2,0,30,0,3,0.0,43,0,Sterling
1,24,0,0.0,2,270,Raheem,0,0.0,46,0.0,7,82,0,45,103955,7,2012/13,6,6,272,0,1748,0,3,0.0,43,0,Sterling
3,31,0,0.0,9,270,Raheem,0,0.0,64,0.0,8,132,0,55,103955,7,2013/14,6,7,647,0,2219,125,3,0.0,43,0,Sterling
5,39,0,0.0,7,270,Raheem,0,0.0,83,0.0,9,158,0,85,103955,16,2014/15,13,10,673,0,3047,513,3,0.0,43,0,Sterling
1,30,0,0.0,6,270,Raheem,0,0.0,85,0.0,10,96,0,90,103955,3,2015/16,7,3,400,0,1920,324,3,0.0,43,0,Sterling
7,27,0,527.0,7,270,Raheem,0,688.3,75,237.7,11,149,0,80,103955,11,2016/17,9,14,0,0,2509,468,3,1170.0,43,0,Sterling
3,23,0,969.8,18,270,Raheem,0,838.2,91,329.7,12,229,0,80,103955,19,2017/18,13,17,0,0,2584,701,3,1488.0,43,1,Sterling
2,24,0,0.0,4,271,David,0,0.0,86,0.0,5,144,0,90,20664,20,2010/11,16,9,0,0,2551,0,3,0.0,43,0,Silva
0,25,0,0.0,6,271,David,0,0.0,97,0.0,6,184,0,95,20664,21,2011/12,15,17,665,0,2801,0,3,0.0,43,0,Silva
2,21,0,0.0,4,271,David,0,0.0,92,0.0,7,147,1,100,20664,20,2012/13,15,12,553,0,2511,0,3,0.0,43,0,Silva
5,21,0,0.0,7,271,David,0,0.0,94,0.0,8,151,0,90,20664,20,2013/14,12,12,609,0,2163,200,3,0.0,43,0,Silva
8,32,0,0.0,12,271,David,0,0.0,98,0.0,9,191,0,90,20664,28,2014/15,12,12,742,0,2646,790,3,0.0,43,0,Silva
1,18,0,0.0,1,271,David,0,0.0,98,0.0,10,96,0,100,20664,3,2015/16,11,11,351,0,1791,431,3,0.0,43,0,Silva
6,32,0,671.2,4,271,David,0,1388.4,86,286.2,11,130,0,90,20664,12,2016/17,12,9,0,0,2760,621,3,801.0,43,0,Silva
5,18,0,875.8,9,271,David,0,1118.5,82,286.5,12,169,0,80,20664,26,2017/18,14,11,0,0,2431,671,3,867.0,43,0,Silva
8,30,0,0.0,5,272,Fernando,0,0.0,71,0.0,8,105,0,80,27789,8,2013/14,10,3,497,0,2609,158,3,0.0,43,0,Luiz Rosa
7,33,0,0.0,3,272,Fernando,0,0.0,68,0.0,9,95,0,70,27789,10,2014/15,7,4,439,0,2267,531,3,0.0,43,0,Luiz Rosa
